tweet,OFF,HS,VLG,VIO,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
@USER هههههههههههه 👊,0,NOT_HS,0,0,0,0,0,0,0,1
تعالو طبخة اليوم بس كابلي 😴 وامس مرقوق وصينية توست بالفرن 😤😤😤,0,NOT_HS,0,0,0,0,0,0,0,1
@USER لا إله إلا أنت سبحانك إني كنت من الظالمين <LF>😣😣😣<LF>حتى في تويتر لا كدا مش حستحمل,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER 1202<LF>#مبكو<LF>تراجع للتأسيس تحت 24.1<LF>الان مناطق مقاومة كل متابع يحدد هدفه <LF>لا اريد استفسار متي ابيع متي اشتري😷<LF>هالاستفسارات محت…,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER ⚽ عزيزي المشجع الرياضي ⚽️ <LF>( الشتم واللعن والقذف )😷<LF>لن يغير في نتيجة أي مباراة❌<LF>لكن سوف يغير في صحيفتك يوم القيامة👌🏻<LF>#قل_خير…,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER مو ناقصين عندنا عيالنا كويتيين تخصص علم نفس باحثين وباحثات <LF><LF>.<LF>.<LF>بروحنا غاصين فيكم 😤🤨 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 😡اجل ليش زعلان؟؟؟,0,NOT_HS,0,0,0,0,0,0,0,1
بالنسبه للسناب ... بشويش يا بنات مش هكي راه يعني شويه اخرى و تقعدي تصوري في طريقك و انتي خاشه للحمام 🐸..,0,NOT_HS,0,0,0,0,0,0,0,1
@USER شكلك تلعبين اوفر 😷,0,NOT_HS,0,0,0,0,0,0,0,1
@USER الله يخلي الحفره😒👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
#داليا_مبارك<LF> زنجيه اصلا هي بس المكياج هو مضبطها ولاعلى الطبيعه الله يستر 😷😷سعوديه و كذا قدام العالم على شنو يارب نغار لا جمال ولاحياويقولو سعوديه تخسى 🌚توصل بنات السعوديه 😍 URL,1,HS1,0,0,1,0,0,0,0,0
#قطر<LF>حسبنا الله ونعم الوكيل الاعراض تنتهك في قطر من التركي جبناء لابوكم لابو الكلب زلايب <LF>يشتكون القطريات الشريفات والضباط القطريين يقولون مالنا دخل روحوا بيوتكن😠 URL,1,HS1,0,0,1,0,0,0,0,0
@USER بعمل ايه كتير !! خخخخخ هو انت عشان قعدت معايا مره خلاص كده  انت بقي فشيخ وبتقرى الناس وبقت كتير !<LF>وبعدين المره اللي قعدت معاك تقريبا اتكلمنا ف الكوره بس فشوفك دوج ي دوما 🐕,1,NOT_HS,0,0,0,0,0,0,0,1
انا نفسي اقتل قرايبي اللي علي الفيس بووك😠😂,1,NOT_HS,0,1,0,0,0,0,0,1
RT @USER اول مره اشوف ...اسد ...أخضر ...🐸😁#الاهلي_الاتحاد,0,NOT_HS,0,0,0,0,0,0,0,1
@USER السعوديه و الامارات لها دور في اليمن ..الان ..اي ما كان ...بس قطر ما لها غير دور الفتنه والخراب في اليمن ..وطر الجيش القطري طرد..🐕 الكلب الشارد ...فبقيت قناه الجزيره تنبح من قطر على القوات الامارتيه والسعوديه...,1,HS1,0,0,1,0,0,0,0,0
@USER وطبعاً انت كنت معهم وقتها وسمعته بالضبط يقول وانت مثل م انت عليه، لعنك الله يا شيخ سري😂😂🖕🏻.,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER كيف  تحبينه ةهو ينام مع ٣غيرك 😷 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER 👞👞👞صفعه بهذا حجم راسك على قرعتك 😂😂😂😂قال شنو قال صفعه 😂😂😂,1,NOT_HS,0,1,0,0,0,0,0,1
#بايع_الكليجا قد ماهالمنظر مُستفِز ، كذا منظر البنات اللي متجمعين يعلقون ويصورون 🐕 URL,1,HS6,0,0,0,0,0,0,1,0
@USER شركة نقل عفش الرياض<LF>شركة نقل اثاث بالرياض تخزين🖕<LF>شركة نقل اثاث بالرياض تخزين<LF>شركة نقل اثاث بالرياض تخزين🖕🖕🖕💜💜💜💜<LF>شركة نقل اثاث بالرياض تخزين<LF>شركة نقل اثاث بالرياض تخزين☹🤛🤛🤛<LF>شركة نقل اثاث بالرياض تخزين0537591961 htt URL,0,NOT_HS,0,0,0,0,0,0,0,1
تذكرت لما كنّا خاقين ع ايفانكا ونمدح فيها 😷,0,NOT_HS,0,0,0,0,0,0,0,1
فيتفا غبني في هذه اللقطه 😡 URL,0,NOT_HS,0,0,0,0,0,0,0,1
الكوفي مشين بلعت فلوسي 😡😡,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER 💘💘فضلت اسامح اسامح لحد ما جه<LF>سامح بنفسه😂<LF>وخدنى علي جمب وقالي اللي انتي👊<LF>بتعمليه دا غلط يا حبيبتى😂😂😂 URL,0,NOT_HS,0,0,0,0,0,0,0,1
الكلية دي بنتش كلب اوي 👊يخربيت صيدلة علي اللي عايز يدخلها في ساعة واحدة ده انا لسه في اعدادي وبيعملوا معايا كده امال هعمل ايه في باقي السينين الله يخربيتكوا علي بيت كليتكوا في ساعة واحدة ياكشي تولعوا كلكوا ونخلص 😏😏,1,HS5,0,0,0,0,0,1,0,0
@USER هتغير النشاط 🐈⬅🐕,0,NOT_HS,0,0,0,0,0,0,0,1
الدكتور ده هيقطعلى الخلف ف مره والله 🐸,0,NOT_HS,0,0,0,0,0,0,0,1
@USER يالسلقه كنت برد عليك بحترام لكن مدامك انك من لي يطالبوو اسقاط الولايه فتقلعي وانهقي بعيد ياااا 🐕,1,NOT_HS,0,0,0,0,0,0,0,1
@USER لين دحين معلق 👊,0,NOT_HS,0,0,0,0,0,0,0,1
قال لها: لن اتزوجك حتى وأن احببتك يومآ..وسوف اتزوج فتاة من اختيار امي هگذا اضمن لي..!<LF><LF>قالت له: وگلامك المعسول وعشقك لي وذگرياتنا الجميله كل هذا ما شأنه..!<LF><LF>قال لها: سوف تنسي كل هذا مع الزمن اعذريني فـ انا ذاهب ولن اعود اليكي...<LF><LF>قالت له: بل سأعذر رجولتك ان وجدتها..!<LF><LF>👎👎👎👎,0,NOT_HS,0,0,0,0,0,0,0,1
@USER قسم بالله ماعد به حيا😡✋,0,NOT_HS,0,0,0,0,0,0,0,1
شنو هالبنات اللي فصخن الحياء يتغزلن ببائع الكليجة وهذا أنا أزين منه محد تغزل فيني😏<LF>عمى بعينكن ماتستحن👊,1,HS6,0,0,0,0,0,0,1,0
@USER مش حافظ الباقي😣😣,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER ليش محد يحط اسمي و حسابي و يكتب عُمري الحُلو ، اثيوبيه انا؟،🔪🌚🤞🏿 URL,0,NOT_HS,0,0,0,0,0,0,0,1
#اصدقا_الوناسه_وينهم<LF>/<LF>اخبث الصداقات .. صداقات البنات<LF>عندها استعداد تقلب على صاحبتها عشان فستان 😷 URL,1,HS6,0,0,0,0,0,0,1,0
حسب الله ونعم الوكيل  اشوف فيك يوم يا نادر 🐒 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER عسى تفكرين مره ثانيه بهالشي يويلك😠,0,NOT_HS,0,0,0,0,0,0,0,1
راعي الكليجا طالب الستر والرزق والله يعينه على هالنوعيات اللي فالثانويه مراهقات لو شافوا قطاوه تبيع يصوروها لاحياء ولاشيمه👎🏻  #بايع_الكليجا,1,HS6,0,0,0,0,0,0,1,0
والله و اهلين 😒 <LF>آخدناكي و بتتنمردي 😷 URL,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER طارق النوفل : <LF>فجر جبهة خالد قاضي يكفي #الشباب فخر انه لم يسجل في سجله بطوله وهميه <LF><LF>او حالة إنسسسسسسحاب وحده 😁🐸 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER يلا خلف الشبك 😡👊🏽,1,NOT_HS,0,0,0,0,0,0,0,1
"🎵<LF>.<LF>.<LF>.<LF>حبّك للقهوة أمر طبيعي جدًا ...<LF>حتى تصل إلى مرحلة خطيرة من التقديس الفارغ حين تسأل من لايحبها :  "" إنت كيف عايش؟ "" !! <LF>أقول : اشرب قهوتك وانطم  👊🙄",0,NOT_HS,0,0,0,0,0,0,0,1
@USER كنت حاسة برضه😕 بعدما عشمتني بالحلق 😣 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER بصراحه قلت حيا 😠شي يخزي  حتى الرجال ماتركوه  في حاله,1,HS6,0,0,0,0,0,0,1,0
اغبى انسانة شفتها في حياتي ..<LF>طريق اسرائيل والقدس مش من سيناء يا حيوانة ..<LF>حتى لما قامت الثورة وفتحت الحدود وفي عام حكم الاراجوز مرسي ارسل لبيريز بكلمة عزيزي .. لا شفنا دواعش قتلوا يهود ولا شفناهم حرروا القدس يا حمير .😂<LF>بخصوص الجيش المصري فهو يدافع عن ارضه وشعبه يا وسخة 😷 URL,1,HS2,0,0,0,1,0,0,0,0
@USER خوله اسمعي اللي تقول تباررررك الررررحمن 😷 بحذف حرف الراء من قاموسي,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ههههه محد غيرج سفيه😂😂😂😂👊🏃هادا نبغاه لج,1,NOT_HS,0,0,0,0,0,0,0,1
@USER رجيم قاسي لاجل عينك ، وانت ولا داري 😣 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER هو نقدر نقول عنه جميل بس مو للدرجه هذي يع معليش !!😷💦,1,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF><LF>اخيرا عرفت سالفت رفع الحاجب 👀😷,0,NOT_HS,0,0,0,0,0,0,0,1
فوق انه غثيث عندي مد ثنين وبرزنتيشن😷,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER ✨ الإمام الصادق صلوات الله عليه<LF><LF>🗿 مَنْ مَثَّلَ مِثَالًا <LF>🐕 أَوِ اقْتَنَى كَلْباً <LF>📛 فَقَدْ خَرَجَ مِنَ... URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 😂😂😂😂حقير وربي 🔪🔪🔪,1,NOT_HS,0,0,0,0,0,0,0,1
@USER مااااااره😷,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ونتو كل من رمى له صاروخ صدقتوه 😂👎👎👎..,0,NOT_HS,0,0,0,0,0,0,0,1
تايم ميت 😣,0,NOT_HS,0,0,0,0,0,0,0,1
لحظه عشان هتشل😰😰<LF>شعر سونغوو حقيقي ولا بجد😣😰😰😭😭😭😭😭<LF>ياربي يطلع تهيؤات😭😭<LF><LF>#WANNAONE #워너원  URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER لا هذا مسلسل سعودي وحقيقي بعد🙂👊🏼,0,NOT_HS,0,0,0,0,0,0,0,1
@USER والله عيب <LF>😡 😡 😡,0,NOT_HS,0,0,0,0,0,0,0,1
@USER   مشكلتكم ماتفهمون تراها صادقه 🔪💀😂😂💔👐,1,NOT_HS,0,0,0,0,0,0,0,1
@USER الحل بسيط يا جماعة ضع علامة 👎🏽 للتقييم ولاتشاهد ما يعكر جوّك 😊,0,NOT_HS,0,0,0,0,0,0,0,1
قصيده لشاعر أخرس 😅<LF><LF>👍👎👌👊✊<LF>                   ✌👋✋👐👆<LF>  👇👉👈🙌☝<LF>                  👏💪💪👇👉<LF> ✊👊👌👎✋👐<LF>                  🙌👋✊👉👇<LF>👊💪👆👐👌<LF>                  ✋💪👆<LF>     ☝🖖👎🙌👏👌<LF>                 👈👊✌👌👐✋<LF>رووووعة وبالذات البيت الذي يقول<LF> 👌💪👊👋🙌,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER الحين أبوك يتعب ويربيك ويعلمك المرجله 20 سنه<LF><LF>وأخرتها تحط لايك لأظافر البنات <LF>بالانستجرام 🔪🌚<LF><LF>😂😂😂😂,1,HS6,0,0,0,0,0,0,1,0
@USER والله محد اثبت سفاهته هنا الا انت وانا مو جايه اعلمك الأدب لو تبي الأدب كان تعلمته 👎🏻,1,NOT_HS,0,0,0,0,0,0,0,1
الامتحان ابو العيد👎🏻👎🏻👎🏻,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا خخيييررررر!! عاجبس!!خقيتي عليه!! مو شرط كل السعوديه تدري استحوا ع وجيهكم ترا اول شي مجاهره بالمعصيه وثانياً يعكس تربيتس لاتحسبين انس مره زاحفه وانتي متشققه عليه وتمدحين بالتاق🔪,1,NOT_HS,0,0,0,0,0,0,0,1
لا عقل لا غلا لا عزم لاوقت زين لا ناس طيبه 👊👊👊👊👊😯😯😯صباااح الورد URL,1,NOT_HS,0,0,0,0,0,0,0,1
وربي عيب كتبت الاتحاد ولا تعرفت عليه الشبكه لك الله ياعميد 👎🏻 URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER استغفرلله😤😤😂 وع,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER عاوز تزود 300 فولرز في الساعة 👌🏻 اعمل فولوا هنا👇<LF> @USER وهيجيلك باك ع طول واعمل الچرس 🔔 عشان تشوف التويت الجديدة  😻🐶,0,NOT_HS,0,0,0,0,0,0,0,1
وصفة فشل : 👎🏻🍃عندمــا تواجهك مشكلة :<LF>- حمّل غيرك المسؤولية.<LF>- كرّر الخطأ.<LF>- توقع دوام المشكلة.<LF>- استسلم ولا تقم بأي مخاطرة. URL,0,NOT_HS,0,0,0,0,0,0,0,1
#صلاه_الجنازه_القادمه_انت<LF><LF>لا ان شاءالله الله يطول بعمري ومن احب عالطاعه 😝👊🏻🚶‍♀️,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اهاا وراها ما تطلع لي ولا عندي الفيس اعترض على طويطر يعني 😡🌚,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا نظراته بكل الصور والمقاطع نظرات واحد قرفان من الوضع الله يعينه😷,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اغمى عليها من ريحتك حط مزيل عرق 😷,1,NOT_HS,0,0,0,0,0,0,0,1
اجمل من غرد يااخي❤😣,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 😂😂😂👊👊👊 الله يخليك لنا يارب بس مو انت المقصود للأسف😂😂😂🤣🤣🤣,0,NOT_HS,0,0,0,0,0,0,0,1
حقيقي تعدو مرحلة القرف😷 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER شوفي لينا حل طيب 😷,0,NOT_HS,0,0,0,0,0,0,0,1
@USER صدقت 👍🏻<LF>و تفرجو  يالوزارة على حال المباني المستأجرة و بالعاصمة الرياض 👎🏻<LF>⬇️ آستلم يا ..<LF><LF>@USER <LF>@USER <LF>@USER,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER إسألوا الداخليه عن كم  الهواش والضرب اللي حصل في مناطق الكويت من وراء بالونات الماء 😡 <LF>والعتب على الاهل معدومين المسؤول…,1,NOT_HS,0,0,0,0,0,0,0,1
@USER شعب التبن المختار انتي وكل جحش سوى رتويت لكلامك ..ماعم صدق كمية التخلف والغباء والانحدار اللي فيكم بس لما عرفت انو اللي حاكمكم زهايمر وابنة دب داشر ومستشاره تركي وناسة بطل العجب👊👊😂😂😂,1,HS1,0,0,1,0,0,0,0,0
وأحب أقول لرائد و محمد الحارثي و ماجد و معهم محمد عظيم أنتم في القائمة شديدة السواد لمقاطعتهم هذة الجلسة النادرة 😔 ولن يتم الصفح عنكم 😡.,1,NOT_HS,0,0,0,0,0,0,0,1
@USER مزهرية ع راسك صرلي اسبوع عم رتوت ومنشن الك وانتي ولا ع بالك 😡,1,NOT_HS,0,0,0,0,0,0,0,1
@USER قهرني هنا ما يبي يستضيف وما تأكد من الموضوع طيب لا تحط صورهم وتقول مين استضيف كلهم بالكويت !<LF>قاعد يستخف دمه معنا 😂🔪🔪,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER الروضه جابت لي الضغط تخيلو بكرا إمتحان تلوين تفاح 😠☹️,0,NOT_HS,0,0,0,0,0,0,0,1
@USER كعك بعينك 😤 هذي اسمهااا كليجههه URL,0,NOT_HS,0,0,0,0,0,0,0,1
@USER حشرتك ياحرام ههههههههههههههه منجد ياخي ماتشوف وجهك اللهم لاشماته🤢,1,NOT_HS,0,0,0,0,0,0,0,1
@USER مالومه لو لبس الكمام لا وذي وصوتها ليتك سكتي😪😤😑😂,0,NOT_HS,0,0,0,0,0,0,0,1
👎 — انا صورتي وعاجبتني... لاحوووول 😡 URL,0,NOT_HS,0,0,0,0,0,0,0,1
#افضح_معنفك<LF>كاتبة بريطانية تقول :<LF>الذي يأكل أكثر من 3 وجبات في اليوم لآ يعتبر [ إنسان ] ٠<LF>محد حيوان غيرتس 🙊🙈<LF>يا عدوة الإنسانية والجائعين 😣😣<LF><LF>معليكم منها كلو حبايبي🧀🍖🍗🍔<LF> 🤗😃😃😄😄😄😄,1,NOT_HS,0,0,0,0,0,0,0,1
صباح الفجور يكلاب🖕🏿,1,NOT_HS,0,0,0,0,0,0,0,1
@USER لسه مختفيه ومش مطمنالك 😂💓🐒,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اووووف دخنه 😂😂😂😂😂 عطب المكان 🤢🤢,0,NOT_HS,0,0,0,0,0,0,0,1
في بلدي الذكرور نايمين والبنات والامهات بيصحوا يجيبوا العيش الامهات هنا بيربوا ولادهم علي استغلال ستاتهم علي الدلع والمرقعة علي انة يبقي ماشي جمب اختة هيا تشيل الطلبات وهو ماشي فارد دراعة في جيبة .. الله يرحمك يا رجولة..  😡,1,HS6,0,0,0,0,0,0,1,0
RT @USER انا بالتويتر اكثر وحده مظلومة<LF>😢💔اسوي بداية اقصد فيها<LF>الحمار😕☜🐴🦄<LF> يزعل الثور😆☜🐃🐂<LF>واسوي بدايه اقصد فيها<LF> العنزة🙄☜🐑🐏🐐<LF>تزعل البقرة😕…,1,NOT_HS,0,0,0,0,0,0,0,1
حياتي الجامعية ستدحدر 🙂🔪لدرجة اسوي مشروع بالبهو عن العربي عشان ماخذ كويز بالعرب ياللعار!!,0,NOT_HS,0,0,0,0,0,0,0,1
ويينن رايدد😭😠😠,0,NOT_HS,0,0,0,0,0,0,0,1
#صلاه_الجنازه_القادمه_انت<LF><LF>ياليت يكون صحيح 🙇 <LF>اهلا بالموت ف اي لحظة لا أخشى لقاء ربي ولو كنت عاصيا ❤<LF><LF>واقول للحبناء/ ولن يتمنوه ابدا بما قدمت أيديهم <LF>__2 __ ولا تجدنهم احرص الناس على حياة 👎,1,NOT_HS,0,0,0,0,0,0,0,1
@USER على أساس اننا بنعدي عالكويت كدا كل جمعه وفالمواسم ليه محسساني انها مزار طبيعي واحنا فوتنا الاحتفال  😂😂👊👊👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER وجع👊🏼,0,NOT_HS,0,0,0,0,0,0,0,1
@USER وهذا النتيجه الاشكال ذي الي مافيهن لأحيا ولا احترام وتجيكً تقول انا شريفه 😷 مالوم والله العيال يوم يتحرشون بالأشكال ذي,1,HS6,0,0,0,0,0,0,1,0
@USER الخرفان بتلبس فروة حضرتك 🐑🐑🐑,1,NOT_HS,0,0,0,0,0,0,0,1
اه يع 🤢🤢🤢🤢🤢 URL,0,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>وش هـ الجرأه عندالبنات🤔!!!! <LF>راح الحياء وأصبحن تافهات😏<LF>.<LF>فجمال المرأه بحيائُها😣✋🏻,1,HS6,0,0,0,0,0,0,1,0
مقززين 🤮,1,NOT_HS,0,0,0,0,0,0,0,1
@USER تتسألين من انت ..‼️<LF>هذا هو والدك .. 🇰🇼✌🏼️<LF>وهذه نهاية كل طاغيه 🇰🇼✌🏼️<LF>هذا هو والدك ‼️وهذا ماقالت عنه العرب ‼️👎🏼👎🏼<LF>كفه ملطخ بدم الشعب ومحنى ..<LF>ماعتد تنظف يمينه لو يصوبنها 🇰🇼✌🏼️<LF>الله يهدّ عالي العراق سافلها 🙏🏻🇰🇼✌🏼️ياأرذل خلق الله .. 🇰🇼✌🏼️<LF>انتصرنا URL,1,HS1,0,1,1,0,0,0,0,0
لا تروحون بعيد ..اسمع من حقات بداية😷ماني مصصصصدقة 😭واسمع شهقتها 😷 بس الحين تطورن انا منول احسب لازم يطلع فالتلفزيون..الحين كل من هب ودب.. بس عوارض <LF>الله يعجل بقانون التحرش وعل الابواب ان شاء الله..الله يلعنكن اقسم بالله يوميا نشوف فالواقع اطلق من راع الكليجا #بايع_الكليجا URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER طالما عارف كده أترشحت ليه يا.....👊🏻👊🏻👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
@USER أوووڤرررييين😷 !!!!,0,NOT_HS,0,0,0,0,0,0,0,1
ياخذوون صور محمد البشيري ويقولون ذا هو حق كليجه😭😭😭🔪🔪🔪,0,NOT_HS,0,0,0,0,0,0,0,1
#انا_مش_حتجوز_علشان <LF>انا راجل عاقل 👊👊👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER بما انه وغيره عندهم مصطلع عبده الرجال في السنتهم <LF>هو بعد عبد للمرأة <LF><LF>شي موب طبيعي التبريرات الغبيه اللي يقولها 👎😒,1,HS6,0,0,0,0,0,0,1,0
@USER اهاهاهاهاهاهاهاهاها 😸👊,0,NOT_HS,0,0,0,0,0,0,0,1
مالقيت اسوء من خدمة البريد السعودي ومن القرادة عندي ٣ شحنات معهم ☹️💔 والله خلال ٢٠ د اكلم فرع يقول عند الثاني واكلم الثاني يقول عند الاول بالاخير قالي اتصلي العصر😣,0,NOT_HS,0,0,0,0,0,0,0,1
افعل ما اريد انا، و ليس ما تريده انت.. تذكر انها حياتي انا و ليس انت 🐒,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ربط منطقي ولو إن الصفة هذي موجودة عند أصحاب الديانات الأخرى، يمكن تأثير الهندوسية والبوذية إمتد إلى الثقافات المحلية. هي صفة حلوه عموماً لكنهم يزودونها شوي أحياناً، حتى الجرذي اذا كان في مصيدة يرحمونه وينقذونه 🤢,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اما انت ساقط كفياك كدب بقا 😠,1,NOT_HS,0,0,0,0,0,0,0,1
والله مايستاهل الضجه ! عادي جدا وين الوسامه ؟ 😷 فشلتوونا  #بايع_الكليجا,0,NOT_HS,0,0,0,0,0,0,0,1
عادي راسلها اخوي البقاله من ١:٥٠وسسسحب علي لحد الان ماجاء لا واللي يغبن اديته فلوس غداء له 😩👊🏻👊🏻👊🏻الحق علي تعال بس 👊🏻👊🏻😤😤,0,NOT_HS,0,0,0,0,0,0,0,1
@USER يعع هالسامج توي امس شايفة له مقطع بالانستا 😷,1,NOT_HS,0,0,0,0,0,0,0,1
@USER مررررره وغيرتهم مرض 😤😤,1,NOT_HS,0,0,0,0,0,0,0,1
مثل الخنازير، الله يلعنهم 🇮🇶🐷 URL,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER اذا طلبت اسبيريا من المستنقع 🐸 URL,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER اريد الخلطة الي تخلي الناس يذاكروا فترات طويلة🙃🐒,0,NOT_HS,0,0,0,0,0,0,0,1
@USER انت المفروض تكون ضيفي 🔪,0,NOT_HS,0,0,0,0,0,0,0,1
@USER صباح النور 💦💦👊🏼,0,NOT_HS,0,0,0,0,0,0,0,1
@USER المشكلة انها كبر جدي ولا زالت مراهقة😷,1,NOT_HS,0,0,0,0,0,0,0,1
درس الفيزياء وحشني جدااا ... 😂😂👊💚,0,NOT_HS,0,0,0,0,0,0,0,1
معلقه مع زوجها ف بيت هاجرها ويقول خذي الاطفال واطلقك واهلها رافضين تجيب اطفالها لان الاب احق فيهم من ينصف وهذي العينات كثيرررر بمجتمعنا معلقه بدون اي حقوق وعبارة اصبري علشان الاطفال ولاتعالي لوحدك👎🏻#مهجوره_اربع_سنه_اريد_فك_قيودي,1,HS6,0,0,0,0,0,0,1,0
انا وش خلاني اشوف منشن فيه هالعقليات الخايسه 🤢 <LF>ياااااع,1,NOT_HS,0,0,0,0,0,0,0,1
@USER يفشلون 💔👊🏻,0,NOT_HS,0,0,0,0,0,0,0,1
#premed38<LF>ما يطلع دا الهاشتاق ترند الا ايام الاختبارات والحلطمة لكن لما تصير مشكلة زي انوا مثلا سقف مبنانا طاح مرتين ما يصير لكم صوت 😒👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER تايهين لا ويتجملون بك بعد 👎🏼,0,NOT_HS,0,0,0,0,0,0,0,1
@USER 🤢🤢🤢 مو حلو,0,NOT_HS,0,0,0,0,0,0,0,1
@USER وأنا عندي شحنه آخر تحديث لها ١٦ فبراير مدري وين أرضها الحين 😤,0,NOT_HS,0,0,0,0,0,0,0,1
@USER المنظمة 👎,0,NOT_HS,0,0,0,0,0,0,0,1
@USER خليني. بس اخلص دوامي. ولي  تصرف. ثاني. واياج. <LF><LF>استاذن. يا   الحب البعيد. 😍😍👊👊👊👊,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER مساج خاص للبنات <LF><LF>اي وحده تبي اتكلمني ع الخاص<LF>🙈🙉🙊<LF> للجادين فقط بكل سريه <LF>#مساج<LF>#للبنات<LF>#راحه<LF>#دلع<LF>#استرخاء URL,1,NOT_HS,1,0,0,0,0,0,0,1
RT @USER #الواقع_بنظرة_متابع <LF>الإنسان كرامة ✔<LF>ولكن البعض يتصور أن الكرامة للحاكم<LF>ولا كرامة للشعوب 😠😠<LF>الخليج كان مجتمع واحد <LF>ولكن…,0,NOT_HS,0,0,0,0,0,0,0,1
@USER اكره فاطمه احمد 😤😷,1,NOT_HS,0,0,0,0,0,0,0,1
RT @USER خلاص تبنية وصار ولدنا مع باجي حبايبي بالبيت 🐶💖 إرحموا من في الأرض يرحمكم أهل السماء <LF>Welcome to our Family Diego URL,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER والنبي شوفلي كده احلي ايام حياتي جايه امتي 😭🐸 URL,0,NOT_HS,0,0,0,0,0,0,0,1
تقوم من النوم على اساس عندك كويز وتتفاجىء انه الدكتور اجله ليوم الخميس مع كويز مادة ثانيه صعبه؟ بداية مثالية 💩💔.,0,NOT_HS,0,0,0,0,0,0,0,1
تعالو نحتسي 😣 #بايع_الكليجا,0,NOT_HS,0,0,0,0,0,0,0,1
RT @USER هبقي اقولك وادعيلي وانت ساكت مع اني شاكه انك ممكن تدعي اصلا😂 👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER بال شمعور قلبس انتي ، وثاني شي م وجهه لس الكلام عشان اتكلمين ، وعشان ذكر الله سويتي سالفه من لا شي والله المخففه اللي هنا شوي وبيموتون ياربي لا تبلانا بس😷😷😷,1,NOT_HS,0,0,0,0,0,0,0,1
#بايع_الكليجا<LF>خلاص يازفت انتي وهي اثقلو <LF>طعتوا اوصخ من العيال 😷,1,HS6,0,0,0,0,0,0,1,0
@USER حجيه😂🔪,0,NOT_HS,0,0,0,0,0,0,0,1
@USER على يدك يالله ورنا شطارتك 😒👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER ما لومك قاهركم هذا الاسم ي اذناب الفرس .. وهذا ان دل يرجع لكلامي كرهكم لاهل السنه والصحابه حبا بايران. 👊,1,HS1,0,0,1,0,0,0,0,0
@USER طبعا لميس نفسها تعمل مناظره علشان تولع الدنيا.  حسبنا الله ونعم الوكيل فيكي انت وزوجك. شياطين. 👎👎👹😈👺👎👎,1,NOT_HS,0,0,0,0,0,0,0,1
@USER ترفسك🔪,1,NOT_HS,0,0,0,0,0,0,0,1
@USER اقولك ايه بس منا ال غلطان من ايام رحلة طلعت كان زمانك بتقوليلي يا عمو رفعت دلوقتي 😂👊,0,NOT_HS,0,0,0,0,0,0,0,1
@USER مين الغبية الي بتخطبه ؟ 😷 URL,1,NOT_HS,0,0,0,0,0,0,0,1
@USER مش عارفة😤😣😣😣,0,NOT_HS,0,0,0,0,0,0,0,1
